Rank,Industry,Sector,RS,1 M_RS,3M_RS,6M_RS,Ticker
1,Broadcasting,Communication Services,98,9,26,98,BBGI
2,Medical specialties,Health technology,93,94,96,94,SI
3,Trucking,Industrials,92,80,80,91,"CVLG,ARCB,RXO,HTLD,WERN,TFII,KNX,SNDR,MRTN,ODFL,XPO,SAIA"
4,REIT - Hotel & Motel,Real Estate,91,67,92,92,"PEB,XHR,APLE,HST,RHP"
5,Publishing,Communication Services,88,88,89,92,"SCHL,WLY,WLYB,PSO"
6,Oil & Gas Refining & Marketing,Energy,88,93,91,89,"PBF,DK,PARR,DINO,VLO,MPC,PSX,WKC,SUN,CVI,DKL,APC,CAPL"
7,Staffing & Employment Services,Industrials,87,96,96,77,"KFRC,KELYB,MAN,KELYA,RHI,TNET,KFY,BBSI"
8,Textile Manufacturing,Consumer Cyclical,86,82,94,88,AIN
9,Oil & Gas Drilling,Energy,86,25,28,79,"NBR,HP,PDS,VAL,SDRL,NE"
10,Marine Shipping,Industrials,85,63,60,84,"MATX,EDRY,ECO,CMDB,NMM,GNK,DAC,ASC,SBLK,ZIM,GSL,KEX,ESEA,CCEC"
11,Semiconductor Equipment & Materials,Technology,85,6,52,84,"AXTI,ICHR,AEHR,UCTT,ACMR,KLIC,AMAT,TER,COHU,LRCX,ASYS,FORM,ONTO,AMKR,VECO,KLAC,ASML,ACLS,Q,ENTG,CAMT,IPGP,AMBA,PLAB"
12,Healthcare Plans,Healthcare,84,70,86,73,"OSCR,CNC,HUM,PGNY,CVS,MOH,UNH,ALHC,ELV,CI"
13,Banks - Diversified,Financial Services,81,68,80,73,"SMFG,TD,BNY,RY,BMO,CM,MUFG,HSBC,BNS,BBVA,UBS,ING,BCS,BAC,C,JPM,FRBT,WFC"
14,Semiconductors,Technology,80,12,70,84,"MXL,MU,SIMO,INTC,TSEM,UMC,ASX,AMD,IMOS,AMBQ,ALAB,MRVL,AIP,VSH,LASR,ARM,STM,SITM,SMTC,CRDO,LSCC,CEVA,SYNA,SKYT,MTSI,TXN,POWI,ON,ALGM,SLAB,DIOD,GFS,ADI,TSM,MPWR,WOLF,QCOM,MCHP,AOSL,AVGO,MCHPP,CRUS,PI,RMBS,QRVO,SWKS,SKHY,CBRS"
