Rank,Industry,Sector,RS,1 M_RS,3M_RS,6M_RS,Ticker
1,Aluminum,Basic Materials,96,94,90,97,"AA,CENX,CSTM,KALU"
2,Semiconductor Equipment & Materials,Technology,93,88,87,90,"ASML,LRCX,AMAT,KLAC,TER,Q,ENTG,AMKR,NVMI,ONTO,FORM,CAMT,IPGP,AXTI,KLIC,ACLS,ACMR,UCTT,AEHR,VECO,PLAB,AMBA,ICHR,COHU,DQ,ASYS,ATOM,INTT,TRT"
3,Copper,Basic Materials,92,91,51,80,"SCCO,FCX,HBM,ERO,TGB,IE"
4,Real Estate - Diversified,Real Estate,88,38,79,92,"JOE,STRS"
5,Other Precious Metals & Mining,Basic Materials,88,72,38,73,"HL,SBSW,BVN,TFPM,PPTA,SLSR,MUX,VMET,ASM,ELE,GMTL,MTA,VOXR"
6,Oil & Gas Drilling,Energy,87,25,92,94,"NE,RIG,PTEN,HP,SDRL,SOC,BORR,NBR,PDS"
7,Oil & Gas Integrated,Energy,86,28,89,89,"XOM,CVX,SHEL,TTE,PBR,BP,EQNR,E,SU,IMO,CVE,EC,YPF,NFG,TGS,DEC,SKYQ"
8,Semiconductors,Technology,85,91,80,77,"NVDA,TSM,AVGO,MU,AMD,INTC,TXN,ARM,ADI,MRVL,MPWR,ASX,STM,ON,CRDO,MTSI,RMBS,MCHPP,QCOM,NXPI,MCHP,GFS,ALAB,UMC,TSEM,LSCC,SITM,SMTC,SWKS,CRUS,QRVO,ALGM,SLAB,SIMO,DIOD,NVTS,LASR,POWI,PI,VSH,SYNA,MXL,HIMX,POET,IMOS,SKYT,WOLF,AOSL,AIP,AMBQ,CEVA,NVEC,ALMU,MRAM,GSIT,QUIK,WKEY,PXLW"
9,Communication Equipment,Technology,84,75,79,74,"VIAV,CSCO,MSI,CIEN,LITE,UI,NOK,ERIC,HPE,ASTS,AAOI,ZBRA,VSAT,ONDS,BDC,VISN,TSAT,EXTR,DGII,ADTN,GILT,HLIT,NTGR,FEIM,CLFD,BKTI,AVNW,AUDC,LTRX,INSG,SILC,WATT,OCC,AIRG,FIEE"
10,Uranium,Energy,84,87,40,53,"CCJ,NXE,UEC,UUUU,LEU,ISOU,NUCL,AEC"
