Rank,Sector,RS,1 M_RS,3M_RS,6M_RS,Ticker
1,Consumer services,95,86,94,94,LION
2,Health technology,90,97,92,89,SI
3,Healthcare,66,73,61,52,"AGL,ERAS,SLS,ANRO,ORKA,DFTX,NVCT,ALMS,PRAX,SYRE,TNGX,ABVX,RLAY,SLGL,RVMD,CMPS,RLYB,KOD,LQDA,CUE,BIOA,DMRA,PVLA,ANAB,BDSX,NBTX,INBX,STRO,TWST,MANE,CELC,MBX,GLUE,QURE,DNTH,TXG,TVTX,APGE,ARWR,MCTA,COGT,AXGN,GHRS,BCAX,GH,ELVN,BTSG,RCUS,URGN,BTSGU,OSCR,MRNA,TRVI,FTRE,CGEM,AVNS,EWTX,FBIOP,PACS,SPRB,ETON,JBIO,FTH,HNGE,KRYS,AVTX,VCYT,ROIV,IMVT,LGND,SEPN,IMUX,NRIX,MPLT,HUM,RAPP,ALKS,AXSM,CGON,ASTH,TYRA,INDV,AMN,MNPR,CNC,ESTA,ELMD,NSYS,NGNE,CTNM,CYTK,KYMR,TCMD,IART,AMLX,PLSE,CDNA,CAPR,MIRM,TGTX,ILMN,LBRX,BWAY,GLSI,AVBP,CLPT,PARK,AMRX,EMPG,KNSA,SRZN,BRKR,ADPT,APLM,DNLI,LNTH,JAZZ,DVA,AKTS,CORT,BEAM,BKD,PTGX,BRKRP,BLTE,SION,NUTX,TECX,NHC,IMNM,GPCR,NTRA,LIVN,STAA,RIGL,DYN,VTRS,ZBIO,TBRG,PHVS,LLY,WST,CON,TEVA,GRDN,CVS,RPRX,PGNY,OMDA,NTLA,XOMA,GKOS,STOK,UNH,CLDX,XNCR,BLLN,CPRX,XENE,ALHC,HCSG,CRL,GENB,PCVX,AGMB,SRRK,PDEX,DRUG,BIIB,ARQT,NUVL,MD,VCEL,MOH,SNDA,VTVT,RYTM,ACHC,NKTR,ANIK,TECH,INCY,MRK,PTHS,NPCE,SNDX,BLFS,AUPH,ARGX,CTEV,WRBY,ASND,NRC,ICLR,PTCT,LEGN,JNJ,IONS,SLP,IDYA,VKTX,VERA,EXEL,CAH,PNTG,PRPO,GRAL,UFPT,NBIX,CBIO,UTHR,NAMS,ZYME,SHC,ALMR,HAE,ELAN,RVTY,HTFL,OMCL,NVST,HALO,MEDP,UTMD,ELV,NVCR,BBIO,ABBV,AGIO,TBPH,HRMY,KMTS,RARE,CBLL,DBVT,MAZE,IRON,MDGL,GMED,PRVA,KARD,HSIC,NVS,SDGR,WAT,IRMD,VRTX,FBRX,KIDS,ICUI,AMGN,ODTX,EW,GSK,HIMS,DGX,AZN,SIBN,BLCO,BMY,SPTX,ACAD,BAX,HSTM,SOLV,BBNX,MLYS,CRSP,INVA,SEM,A,SMTI,RGEN,IQV,ANIP,BIO,ALGN,SGRY,HROW,VOR,COAG,CHE,AMRN,TFX,PEN,ASMB,FLGT,TMO,LH,SUPN,BDX,AVLN,BMRN,TEM,LMAT,TARS,CRNX,GILD,PHG,PCRX,COLL,NVO,DXCM,LFMDP,BNTX,MTD,AZTA,ZBH,COO,ONC,XOMAO,DHR,CSTL,CI,TAK,GMAB,ITGR,THC,LKFT,XOMAP,REGN,ATR,HQY,PFE,STVN,JANX,MDLN,IMCR,RDNT,FMS,SNN,SYK,MCK,QGEN,EHC,ADUS,AMPH,PBLS,SNY,IDXX,STE,COR,MLTX,MDT,TRAX,HCA,MMSI,GEHC,MDWD,ENSG,QDEL,SRPT,USPH,ATRC,ALC,SGP,TNDM,WGS,ENOV,CNMD,VRDN,ISRG,KLRA,ALNY,IRTC,RMD,ZLAB,PAHC,CAI,VEEV,WW,ABT,INSM,UHS,PBH,EVMN,OPCH,PRCT,WAY,INSP,AAPG,PODD,AORT,TMDX,ZTS,DOCS,BSX"
4,Technology,59,47,64,56,"SNDK,AXTI,MGRT,MXL,MU,WDC,VICR,ICHR,BNAI,AEHR,UCTT,VPG,CHRN,STX,INTC,LITE,BAND,AIP,WYY,OCC,SIMO,AAOI,VSH,ALAB,PENG,UMC,ACMR,DOCN,MRVL,MOVE,ALOT,AMD,WATT,BRUN,AMBQ,GLW,SHAZ,TSEM,TTMI,DELL,MEI,COHU,ASX,AMAT,TER,VELO,VIAV,MRAM,OSS,MKSI,CIEN,LRCX,KLIC,FORM,VSAT,FLEX,COHR,QUIK,CIFR,STM,OUST,WYFI,ARM,AMKR,SMTC,ASYS,WOLF,SILC,SITM,NVTS,HQ,VECO,PDFS,ONTO,KLAC,IMOS,CRDO,ALGM,MTSI,GFS,BELFB,BHE,SKYT,CEVA,LSCC,BELFA,ACLS,ALNT,APLD,DDOG,SANM,PTRN,HPE,AOSL,PANW,EXTR,FROG,LASR,FTNT,ROG,ATEN,MPTI,KN,DAVE,DIOD,ASML,INTT,ADEA,ENTG,PLXS,SNX,DGII,RELL,MITK,FEIM,POWI,CRWD,UMAC,SYNA,ARW,CGNX,TWLO,AEVA,CORZ,RAL,HLIT,SEDG,INOD,LFUS,KEYS,AVT,ON,Q,TSM,JBL,CSCO,OKTA,FSLY,CCSI,ALMU,NAVN,TSAT,ESE,OOMA,TENB,TXN,BTDR,NVMI,NTCT,YOU,GRRR,SWMR,NVEC,ITRN,RMBS,CTS,CLS,RELY,ST,NTAP,ADI,RDVT,FLYW,FFIV,MPWR,NSIT,ARQQ,IONQ,PLTS,TDC,APH,LYTS,SLAB,QBTS,CAMT,MCHP,NOVT,ASTS,ANET,SNOW,RAMP,NXPI,SCSC,CVLT,NOVTU,VRNS,ENPH,NXT,DBD,IPGP,NYAX,MCHPP,INGM,QCOM,MDB,RNG,MLAB,FN,DJCO,XYZ,AKAM,CDNS,CLFD,BKTI,RBRK,IBTA,RGTI,QNT,AVGO,CNXN,ZETA,NET,FSLR,AAPL,TDY,CRUS,QLYS,FTV,NVDA,RDWR,P,FIVN,AGYS,KSPI,S,QRVO,NATL,SAIC,CPAY,ACIW,DAKT,PLAB,PI,U,GEN,AMBA,NN,LIF,ZM,SWKS,DBX,GRMN,PLUS,ZBRA,IBM,UPBD,DT,LOGI,CRWV,SNPS,GCT,BDC,HPQ,CDW,GTLB,NTNX,PGY,KARO,TEL,MSI,CHYM,VRSN,IBEX,LYFT,ALRM,BOX,IDCC,CLMB,UBER,EEFT,IOT,SMCIP,SMCI,NTGR,ADP,PRGS,UI,AVNW,PAYX,EVTC,WEX,SHOP,STRF,ACFN,ESTC,FICO,CACI,TOST,SONY,MANH,TTAN,MSFT,STRC,OSIS,JKHY,DFIN,PAY,ALKT,IIIV,DSGX,ITRI,PSN,SSNC,PAYC,DCBO,VIA,OTEX,ORCL,APPN,BILL,BMI,FOUR,NCNO,GDS,ROP,PCTY,APPF,GDDY,BRZE,FORTY,QTWO,VNT,PAR,TEAM,GIB,DOCU,CHKP,OCTV,OLED,DUOL,SPSC,NOW,NICE,PLTR,SAP,STRD,BSY,ADSK,CRM,INTA,WDAY,STRK,ZS,WK,TRMB,PTC,SRAD,EXLS,CBRS,ADBE,BR,TYL,CNXC,DOX,G,CALX,FIS,MNDY,GWRE,PCOR,JKS,PEGA,IT,BL,LDOS,BLKB,FIG,CTSH,HUBS,ACN,BLSH,GLOB,MSTR,EPAM,INTU,EFOR,WIX"
5,Industrials,58,59,56,58,"BE,FCEL,VATE,JLHL,CDNL,SIF,RFIL,POWL,BUUU,STRL,AGX,TH,NCEW,MEC,PL,MYRG,FIX,XMTR,ATRO,LGN,CRS,CYRX,CAT,RXO,GHM,CVLG,PLPC,ATI,RKLB,FPS,IESC,MTZ,CECO,GRC,PKE,DCO,ECG,ARCB,ESOA,PKOH,VRT,TWIN,RHLD,HLIO,FBYD,ENS,ORN,GNRC,FSTR,AEIS,TKR,JBHT,SXI,DY,NPO,HTLD,NVT,ALGT,GEV,MRCY,KELYB,PBI,EDRY,SPIR,AIR,MG,KNX,PHOE,PRLB,GEO,KFRC,PWR,AAON,NVRI,CMPR,AAL,CMI,WERN,DAL,MATX,PRG,CXW,VMI,LUNR,BLBD,SNDR,WLFC,WCC,FTAI,EFTY,ECO,LSTR,TFII,ACA,UAL,LUV,FDX,WSC,MRTN,GVA,WWD,ARMK,ADUR,HXL,URI,HURC,R,LXFR,RBC,DXPE,SWBI,VSEC,ESP,RRX,TEX,CMDB,XPO,AZZ,CPA,ROK,SAIA,MDA,CHRW,NMM,FA,NPKI,ZIM,RCMT,GNK,ODFL,GFF,SWK,GWW,CSX,OC,MSM,BKSY,GE,AIT,HWM,WTS,UHAL,ULS,CW,UNF,TRNS,EME,ASTE,TPC,IEX,LTM,MAS,MIDD,CARR,NDSN,KMT,APOG,CR,SPXC,DAC,TITN,SBLK,GTES,HRI,EML,VVX,ESLT,DE,WAB,EXPD,KEX,TREX,MLI,HUBG,CNI,CASS,HAYW,TRN,AME,AYI,TTC,TNC,ATKR,CLH,FLR,JCI,LOAR,ALK,PH,ARXS,OSK,ESEA,NSP,DOV,TT,MAIR,LII,VSECU,ETN,FLS,WMS,BRC,TATT,SNA,UNP,HEI,GSL,HUBB,FER,CAAP,ZWS,UPS,FSS,AER,PCAR,INIO,RYZ,FELE,CP,NSC,CSL,FBIN,RBA,DLX,AIRT,EBF,MAN,NX,LECO,CMC,CIX,WSO,ENR,RHI,APG,SEB,DPC,AGCO,EMR,ISSC,TRC,GIC,RTX,AADX,DCI,ITT,MMM,ABM,JBTM,AMSC,MGRC,RJET,FAST,EMBJ,GTLS,ELMT,VOYG,OTTR,BWXT,MATW,AMRC,ROAD,RYAAY,CWST,GATX,NPK,FERG,GENC,PAM,BA,HON,ZTO,KRNT,KFY,GD,TXT,KAI,TDG,ITW,SARO,TISI,RTO,SUNB,PAC,OMAB,AERO,MSA,CDLR,BXC,AIRTP,BBSI,FTAIM,LPX,SKYW,MWA,SPCX,GBX,CAR,OFLX,CXT,KE,PPIH,HY,WOR,WM,TNET,IR,RGR,CSW,TAYD,GXO,FDXF,BLD,NSSC,WCN,POWWP,LNN,DSGR,DRS,ATS,ICFI,LHX,CCEC,RSG,LMT,GPN,FLY,WLDN,REZI,ESAB,ASR,J,BLDR,BWMN,VLTO,EPAC,AOS,CNM,AWI,ALG,AXON,ALLE,CAE,GPGI,ROCK,XYL,CTAS,SITE,GGG,BBUC,QXO,FCN,TTEK,POOL,BCO,HII,YSS,IIIN,LMB,ONT,SYM,EXPO,OTIS,MIR,GFL,CBZ,NOC,VRSK,PRIM,CDRE,KBR,CRAI,DLB,AMTM,RELX,PNR,NNE,EQPT,EFX,BETA,MMS,CPRT,STN,KTOS,BAH,ACM,HURN,TRI,KRMN,AVEX,XE,HAWK,AVAV,PSIX"
6,Basic Materials,54,30,36,49,"HYMC,NWPX,MTRN,KALU,RMIX,ELVR,ALM,CSTM,FRD,ODC,ESI,CLMT,AYA,PRM,GPRE,NUE,AUGO,STLD,HBM,CMP,CENX,SOLS,MT,KOP,USAR,BHP,CGAU,SSRM,JHX,CC,IDR,FCX,TECK,REX,NGVT,SXT,HL,RIO,SCCO,AA,RS,TTAM,SSD,SKE,SQM,IAG,CBT,KWR,MTX,DD,VALE,ASH,AG,TX,AXTA,WDFC,ERO,ALB,MUX,WS,MTUS,AU,NEU,CMT,PPG,HCC,SA,EXP,SMG,CTVA,BVN,IFF,VMC,AAUC,KNF,B,SCL,OGC,AVNT,CDE,NEM,LIN,MEOH,WLKP,MP,SIM,PAAS,UAN,BCPC,EGO,ECL,RPM,IOSP,SHW,CF,CRH,INHD,WFG,AMRZ,BCC,ELE,TFPM,PPTA,PKX,KGC,MLM,FUL,FNV,WPM,UFPI,APD,EMN,AMR,DOW,HMY,OR,RGLD,IPI,NTR,ASIX,HWKN,AEM,LYB,GFI,CE,IPX,CLW,DRD,SMID,OLN,TGLS,AGI,WLK,SLVM,USLM,MSB,CMCL,MOS,CTGO"
7,Real Estate,54,61,55,57,"HPP,PEB,CBL,OUT,PSTL,ARL,XHR,MAC,FVR,APLE,HST,NSA,RHP,IRM,WSR,FOR,RMR,SEG,PINE,CURB,AAT,EQIX,COLD,NHPBP,DOC,VNO,SPG,SILA,WELL,LAMR,NHPAP,LINE,CCS,CTO,FRT,CDP,IVT,JAN,KRG,HR,ALX,MDV,CUZ,SKT,HIW,VTR,KIM,LXP,NTST,BNL,IIPR,CHCI,AHR,PSA,SLG,BRX,PECO,UE,EGP,CHCT,STRS,FR,BFS,PLD,GTY,CTRE,NREF,DEA,ESS,KRC,OHI,JOE,XRN,SAFE,OLP,NNN,VTMX,EPR,REG,TCI,DLR,MMI,INVH,CPT,WPC,UDR,AXR,TRNO,EXR,UHT,AMH,NLY,AKR,EQR,FRPH,BXDC,BXP,ARR,STAG,MLP,ADAMN,AVB,CUBE,LTC,O,ADAML,BRT,MAA,JLL,IRS,LANDO,ADC,LANDP,ELS,HHH,IRT,BPYPP,FCPT,MRP,BPYPO,SBRA,ADAMM,GLPI,UMH,ADAMZ,NMRK,AGNCP,WY,SMA,MAYS,AGNCL,AGNCO,EPRT,NXRT,AGNCZ,AGNCN,AGNCM,ARE,WHLRD,NHI,GOODN,RYN,REGCO,REGCP,SUI,SBAC,CBRE,REXR,CSR,VICI,ACR,AMT,FSV,STWD,BXMT,CCI,NEN,CIGI,OZ,CSGP,OPI"
8,Financial Services,54,65,56,50,"HUT,WULF,SEZL,RIOT,KF,ENVA,ATLC,ECPG,EZPW,SNEX,TWN,CCXIU,IREN,CARE,BFH,CCXI,UFCS,MSBI,PGC,AAMI,VBNK,AFJK,AFJKU,CMTV,STK,WRLD,VIRT,CLSK,MRX,GCBC,RVI,AFRM,STT,BBAR,IX,BEN,LIFE,IBKR,BOTJ,TD,FSBC,AMAL,CHMG,CACC,EMF,BMO,FRAF,FNRN,AMG,MBIN,FSEA,BMA,HAPN,FOA,DGICB,RBB,C,BAP,FRST,CZWI,TRST,UVE,NEWT,PS,PLGO,UVSP,CIB,PKBK,ALRS,BSTZ,OBK,AROW,FCAP,RY,BWFG,GOLD,HFBL,OPY,MYFW,CM,MS,BLX,TFIN,FISI,SMFG,SHBI,BNS,BNY,BPOP,GLXY,GL,DCOM,RBKB,CBK,ATLO,NTRS,MCY,HG,IFS,OBT,TMP,MBBC,HSBC,FNLC,EGBN,CFG,CLBK,FCFS,WSFS,HQL,CNOB,THFF,WT,CNO,BST,TFSL,PMTS,FFBC,PFIS,BCS,UBS,ACNB,NBN,PCB,SMBC,CCNE,MCB,VOYA,AVBH,BBVA,BY,CAF,BSRR,GS,PFG,CBC,PBFS,SMBK,PDLB,MUFG,FVCB,CATY,CIVB,SFST,VCTR,PLBC,SKWD,LARK,RBCAA,KINS,HQH,FITB,GSBC,MCBS,UMBF,EBMT,FXNC,SRCE,FUNC,SLF,WSBF,CTBI,PEBK,INBK,CBNA,ING,AVBC,HAFC,CAC,CEE,FULT,FBNC,ZION,TSBK,AMTB,AIZ,RRBI,SRBK,LOB,FGNXP,CWBC,ECBK,FUSB,THG,ASIC,HWBK,ISTR,STBA,NTB,OSBC,ABCB,MRBK,HBNC,EBC,SIGI,BVFL,CPF,CCD,STEL,FBP,PNC,BANC,WHG,NECB,WAFD,ASB,HBT,MFC,NODK,LSBK,BHB,USB,QCRH,AUB,COLB,BWB,NP,AIO,BUSE,NIC,IVZ,DBRG,CFBK,PEBO,FMBH,ITIC,RM,WTBA,WBS,EWBC,KEY,EIG,BCV,BCAL,HBCP,HASI,NWBI,WTFC,HWC,SBFG,CINF,BOKF,CFFI,RNR,FMAO,NFJ,FBIZ,CZFS,EFSC,HTB,FBLA,MVBF,TROW,NCV,MBWM,MTB,TRIN,WASH,BFST,NWG,GGAL,FNB,HOOD,HFWA,FCF,PFS,HMN,FIBK,SHG,HYNE,RF,NRIM,ALL,TRV,NBXG,NCZ,CFR,RNST,CII,MNSB,SFNC,AGM,CCBG,ORRF,ONB,COFS,RMBI,CUBI,ALLY,SII,UBSI,UNM,FHB,WSBC,FCCO,BKU,NXG,BSVN,TCBK,FCBC,FDBC,WABC,OFG,SPNT,INDB,BHRB,BFC,NWFL,GABC,UNTY,NBTB,BAC,PBHC,ACT,ADX,EFSI,SBSI,OVBC,TCBI,NPB,CVBF,BOH,CBNK,CNS,HTH,RVT,ESQ,MCHB,GBCI,CBU,NBHC,COSO,AFBI,AX,BBT,ACV,FDSB,TRMK,PFBC,SFBS,BPRN,CPBI,MET,BOW,NKSH,VABK,EQBK,LCNB,FHN,PRAA,CBFV,EVT,KB,BME,CB,ETO,BCH,FRME,USCB,UCB,HIFS,FGBIP,FAF,CZNC,ETG,CSQ,L,CLST,BSAC,MPB,JHG,BTO,MXF,BCML,PRK,GGZ,BUI,IBOC,OVLY,SBCF,AFL,BCAT,EVR,CBAN,NIE,GLRE,IBCP,SRV,TFC,BMRC,PRI,SYF,GAIN,ETOR,ASA,UTF,SPFI,JPM,SYBT,CBSH,GDV,LGI,TBLD,SLDE,QQQX,OZK,JMSB,OMF,TY,UBCP,NBBK,VALU,GAM,HBAN,LMND,FNWD,ASGI,HCI,FFIN,RLTY,MEGI,IGIC,EG,BHF,RDN,PB,FSBW,FRBA,FHI,TCBX,RGA,OCFC,PROV,AXS,WAL,PNFP,GSIW,CSWC,UTG,AUBN,BMEZ,FCNCA,CHCO,LCLN,THQ,PRU,FFA,HTD,CASH,SPXX,SSB,WTM,CNA,FBK,AFG,DB,TOWN,JCE,AXP,EOT,ESNT,ATLCP,RMI,ACGL,ECAT,HNVR,SEIC,V,CET,ETB,BANR,MMD,MBINL,NMIH,FSUN,JXN,TCBS,CRBG,SLM,SCD,GUG,NNI,CNOBP,NEWTP,HOMB,MGYR,MBNKO,TWFG,ECCC,EMO,HRTG,MTG,PEO,MSBIP,JCAP,OXLCO,TBBK,STC,GLU,LKFN,IBN,WRB,LDP,STEW,DGICA,FDUS,IOR,ORI,SOR,FFC,MBINN,BTT,FRBT,MC,BETR,WFC,OCCIN,BWIN,HPI,CCID,MSCI,HIG,MNSBP,SPME,VLYPN,EIIA,OXLCN,EICA,OCCIM,BUSEP,WAFDP,NBB,PSF,BBN,MKTW,EQH,BMN,HPF,WTFCN,UMBFO,BWBBP,FRMEP,ONIT,BN,RNP,SAFT,DFP,PLMR,ETX,MBINM,CCNEP,SPMA,SDHY,PTA,MKL,ONBPP,EOS,UNB,BPYPM,FLC,NPFD,COF,IGI,VBF,VLYPO,SLMBP,PDPA,EOI,ONBPO,WSBCO,RKT,HBANL,VLYPP,FPF,EFSCP,BNT,AII,KLAR,PGR,WF,ISBA,SAR,SATA,GLAD,LNC,MCO,MSDL,OZKAP,BANF,VEL,AON,RJF,HTGC,XZO,FULTP,GBFH,MIAX,TCBIO,JEF,SCHW,MA,SFBC,WD,PFX,BANX,IIF,JLS,ARCC,TIPT,AIG,NTRSO,SOFI,AGO,ACGLN,FG,PUK,TYG,HBANZ,SIGIP,HIPO,UPST,HBANM,ACGLO,AMP,RLI,PIPR,BXSL,PDI,FCNCP,FCNCO,TRU,HBANP,FNF,BLK,AB,PJT,MPV,TREE,VRTS,SF,AIFU,CRVL,CBOE,MCI,APO,PSUS,XP,MAIN,PDX,AJG,RYAN,FDS,ZIONP,AMSF,ROOT,LAZ,FRHC,MRSH,DXYZ,SPGI,NDAQ,BAM,APAM,KNSL,GBLI,WTW,BX,HDB,BOT,ERIE,PFSI,TSLX,CCB,PWP,XFLT,HERZ,QFIN,GSHD,BRO,LPLA,PYPL,HLI,KKR,TPG,ARES,TW,CME,FIGR,MORN,CG,ICE,TRUP,STEP,CRCL,KMPR,COIN,FUTU,HLNE,MKTX"
9,Energy,52,31,18,71,"NESR,NGL,SEI,EFXT,KGS,NBR,WTTR,DK,LBRT,INSW,FET,FRO,OII,VLO,PBF,PBT,FTK,AROC,PARR,AESI,WBI,TEN,FTI,WKC,TRGP,DINO,HP,CVE,NGS,TS,MPC,SUNC,YPF,EE,DHT,VAL,STNG,VIST,TRP,LPG,BWLP,DTM,SUN,TRMD,SOBO,INVX,APA,HAL,PSX,NOV,TNK,PAGP,OVV,FLOC,PR,CCJ,WMB,PAA,E,SLB,PBA,IMO,TBN,KNTK,BKR,SDRL,AM,NE,TPL,NVGS,PDS,LB,GLNG,FLNG,ENB,FANG,SU,WFRD,REPX,TDW,PBR,WHD,TTE,WES,OKE,NC,APC,DKL,KMI,EPD,RNGR,MUR,VTOL,EQNR,CAPL,EOG,WHK,ET,DVN,WDS,SMC,CNQ,CQP,MPLX,CHRD,XOM,TGS,USAC,VNOM,HMH,GLP,HESM,IMPPP,BP,SM,LNG,SBR,EROK,CVX,MGY,COP,OXY,BKV,SHEL,DMLP,CRC,MTDR,BTU,ARLP,NRP,CNX,NCSM,CVI,PNRG,RRC,CNR,NFG,AR,EQT,GPOR,EXE,VTS,LEU,NOG"
10,Consumer Cyclical,50,60,55,47,"ELA,VSXY,NDLS,GTX,INTG,LIND,MOV,COOK,CALY,MOD,FLXS,MYE,VIK,RSI,CBRL,BJRI,PRSU,PLOW,BDL,VAC,OPLN,ANDG,CTRN,ETSY,LTH,HOFT,M,CROX,BWA,LGIH,CAKE,HZO,KSS,GOLF,TILE,LOCO,SN,YETI,CVEO,BZH,PENN,MCRI,LQDT,MGM,PHIN,CYD,BH,BWMX,DIN,AIN,IHG,RCKY,GCO,H,PII,WSM,HOV,MGA,SHOO,W,FTDR,HGV,BROS,CRI,HBB,MHO,CASY,MTH,VGNT,EBAY,TRS,ESCA,BC,OSW,MPAA,RUSHB,PRKS,MAR,TOL,MCFT,KRT,JAKK,TPR,RL,GIII,GRBK,LEVI,AAP,XPEL,REYN,MLR,WEYS,CVCO,TNL,ROST,LEA,RUSHA,LEGH,MUSA,JACK,EXPE,BOBS,SAH,KTB,BSET,MLKN,SKY,ALH,SBUX,TMHC,HLT,PHM,KMX,SON,GM,RRR,CAVA,DHI,HVT,CART,VVV,EAT,LZB,TXRH,ABNB,DKS,PKG,KBH,BBY,ALSN,SW,CZR,STRT,BBWI,GEF,JOUT,BURL,AMZN,BALL,MHK,RCL,DAN,PAG,COLM,RGS,THRM,FUN,CCK,VFC,DORM,HOG,SLGN,BYD,AEO,SMP,LOVE,WH,GLBE,GNTX,CCL,BIRK,TSLA,QSR,RIVN,NCLH,CHH,AMCR,DRI,JILL,URBN,PVH,ATMU,HAS,ALV,TJX,SGI,YUM,RVLV,RICK,MNRO,BOOT,DECK,FIVE,DOO,SIG,CPRI,CPHC,HTHT,HD,GPC,RH,NATH,LAD,DDS,HNI,DFH,VC,WINA,HMC,MTN,MBUU,ORLY,AS,RACE,ANF,NVR,GME,HRB,AVY,CHDN,DASH,IP,FND,IBP,WGO,CARG,OXM,SCI,CVNA,MMYT,WYNN,BKNG,GIL,ASO,PZZA,AN,LOW,LCII,FOXF,ABG,ZUMZ,KRUS,CPS,ETD,PATK,AZO,WWW,ATAT,CMG,DKNG,ONON,LEN,LVS,MCD,ULTA,ADNT,KEQU,THO,CSV,YUMC,TM,SHOE,MELI,LKQ,PSNY,SE,APTV,JD,BKE,WING,GPI,GAP,CPNG,ROL,BFAM,DPZ,EYE,HSAI,BABA,NKE,PDD,TCOM,FLUT,BGSI,LULU,TSCO,BBW,CHWY,SHAK,WHR,PLNT,NEGG"
